accuracy,precision,recall,f1,roc_auc,model
0.937799043062201,0.8421052631578947,0.6153846153846154,0.7111111111111111,0.7347625052543084,Gradient Boosting
0.421875,0.3191489361702128,0.75,0.44776119402985076,0.6704545454545455,Gradient Boosting
0.8615384615384616,0.8461538461538461,0.6111111111111112,0.7096774193548387,0.9609929078014184,Gradient Boosting
0.676056338028169,0.6833333333333333,0.9111111111111111,0.780952380952381,0.9188034188034189,Gradient Boosting
0.775,0.782608695652174,0.8181818181818182,0.8,0.9065656565656566,Gradient Boosting
