gene_family,importance
GF_01011,0.029567824584284724
GF_00397,0.02764014784057321
GF_01500,0.02652186265210165
GF_00663,0.020670373018612846
GF_01965,0.019855373363656077
GF_01860,0.01725452698926209
GF_02166,0.016602270536324643
GF_00137,0.016482549676577897
GF_00377,0.015784755662963487
GF_00387,0.01526057384640869
GF_01062,0.015202116374608948
GF_00671,0.014524404005247715
GF_02379,0.013476837158854438
GF_00666,0.013371934963812167
GF_01961,0.013266315168193574
GF_00801,0.013265686629998056
GF_01553,0.012812508730804483
GF_00946,0.01257764302233757
GF_00974,0.012224136591877668
GF_01245,0.011599877260455254
GF_00686,0.01156755197691367
GF_02393,0.010628186970814657
GF_00120,0.010590983813772685
GF_00825,0.010372842015954647
GF_00208,0.010128225598782613
GF_01817,0.00975479633770123
GF_00629,0.00951312450547996
GF_01609,0.009326334010516826
GF_01507,0.00888202111949315
GF_01603,0.008844178621519727
GF_00670,0.007935095508785314
GF_01649,0.007534477950991507
GF_00930,0.007510203786447321
GF_01730,0.0070975427408804135
GF_00240,0.007076234126786871
GF_00040,0.0070130368856722
GF_02157,0.006983128047501582
GF_00877,0.006971304109283159
GF_00074,0.00687348805369784
GF_00136,0.0067956635702510985
GF_01923,0.006689208166579088
GF_02167,0.006616796562182623
GF_00034,0.006081068402644871
GF_00265,0.006032002415426041
GF_00628,0.005989834466734108
GF_02397,0.005952335505788961
GF_00996,0.00522202730460542
GF_00874,0.005103044300227481
GF_00861,0.005083177192982876
GF_00028,0.004991937823057171
GF_02406,0.004991767828203441
GF_01022,0.004868113878540453
GF_01770,0.004742822466471935
GF_00673,0.004597944456845205
GF_00217,0.004590404099030534
GF_01606,0.004479808952751994
GF_02513,0.004465848373107144
GF_00001,0.004435796514935543
GF_00239,0.004303473446489614
GF_01922,0.004016784559844633
GF_00206,0.004001541755608363
GF_02403,0.003988529564669332
GF_00274,0.003844640664583859
GF_02118,0.003740692589100919
GF_00355,0.003736695252744545
GF_00721,0.0036652538943250123
GF_01731,0.0035425304688662894
GF_01906,0.0035415730912656167
GF_00402,0.0035220854925145347
GF_01630,0.003459458704243477
GF_02390,0.003413703498179121
GF_00212,0.0032854561507303344
GF_00739,0.00327095291281894
GF_00900,0.0031835342790052213
GF_01675,0.003182955265355776
GF_02217,0.0031784294291627518
GF_02068,0.003141512440534255
GF_00580,0.0030454006954547075
GF_00173,0.0030128126174690227
GF_02395,0.003012362501671942
GF_01031,0.0027930758587806693
GF_02183,0.0027867804406842673
GF_00916,0.0027505995857507967
GF_01001,0.0027050217065741657
