gene_family,direction,effect_size,diaz_rate_present,diaz_rate_absent,n_genomes_with_feature,chi2,p_value,importance
GF_00221,Positive,0.5838062340653014,0.7936507936507936,0.20984455958549222,63,86.5303196055157,1.3761130663590074e-20,0.019331215946484567
GF_01908,Positive,0.339525775378427,0.5957446808510638,0.2562189054726368,47,21.86127413422284,2.9308948685581674e-06,0.0192394418450923
GF_01222,Positive,0.5878045923149016,0.7525773195876289,0.16477272727272727,97,124.32475674404894,7.152497644806622e-29,0.019157893074863732
GF_00805,Negative,-0.062139037433155075,0.24,0.30213903743315507,75,0.8860222992692641,0.3465575082095975,0.01913994140596353
GF_02406,Positive,0.7066128612340536,0.8173913043478261,0.11077844311377245,115,203.30159808272666,3.975374115279354e-46,0.019037748567652276
GF_00400,Positive,0.43609671848013815,0.6666666666666666,0.23056994818652848,63,47.7591530819807,4.819289797058099e-12,0.018962332440536887
GF_00367,Negative,-0.08088658606793325,0.2222222222222222,0.30310880829015546,63,1.3457538928768296,0.24602180085640343,0.018948774093316533
GF_01867,Positive,0.6051435841512177,0.8214285714285714,0.21628498727735368,56,83.9612417684405,5.0457036777878226e-20,0.01894635211845923
GF_01142,Negative,-0.09668911335578004,0.20454545454545456,0.3012345679012346,44,1.3581687081822107,0.24385511271912405,0.018872454150633707
GF_02104,Positive,0.4899527457907052,0.6267605633802817,0.13680781758957655,142,110.43459962400078,7.869942498868369e-26,0.018798765619030256
GF_00880,Negative,-0.05457170764853275,0.25748502994011974,0.3120567375886525,167,1.25907969581332,0.2618253635138471,0.018669814723096752
GF_00385,Negative,-0.2129591836734694,0.10204081632653061,0.315,49,8.577803443014107,0.0034028562394238064,0.018645412959171864
GF_01767,Positive,0.6966256970524638,0.8316831683168316,0.13505747126436782,101,180.48736400896206,3.7932350964657285e-41,0.018617152215899026
GF_01723,Positive,0.5662282878411911,0.7016129032258065,0.13538461538461538,124,136.53636910258973,1.5229845208978925e-31,0.018609429162084534
GF_02183,Positive,0.5166023003945932,0.6104651162790697,0.09386281588447654,172,134.55811347434602,4.124699786590779e-31,0.01856089231947923
GF_01277,Positive,0.13501891984864123,0.3888888888888889,0.25386996904024767,126,7.356622875331917,0.006681617250654355,0.018504101934658335
GF_00435,Positive,0.526565335753176,0.6482758620689655,0.12171052631578948,145,129.1968835671631,6.141414832881799e-30,0.018486223529249866
GF_00950,Negative,-0.1777271846541368,0.1346153846153846,0.3123425692695214,52,6.194502793628159,0.012814772091672743,0.018462118133801508
GF_00212,Positive,0.7197405277900634,0.8095238095238095,0.08978328173374613,126,223.7640017100853,1.365808204154771e-50,0.01845281884681742
GF_01729,Positive,0.5449280449280449,0.7857142857142857,0.24078624078624078,42,52.105044128223945,5.260961347053142e-13,0.01845058108059387
GF_01801,Positive,0.6577121425222691,0.8703703703703703,0.21265822784810126,54,96.29382364949632,9.903851568979546e-23,0.01843293650764367
GF_00859,Positive,0.09138141809290956,0.375,0.28361858190709044,40,1.063442382690416,0.302431368379814,0.018391100122248826
GF_01652,Positive,0.4635732633765098,0.6448598130841121,0.18128654970760233,107,82.53212077343107,1.0396681250232091e-19,0.01837501192605558
GF_01682,Positive,0.6960012351397251,0.8823529411764706,0.18635170603674542,68,131.92282508541302,1.5555025977314403e-30,0.018353797148228
GF_00970,Positive,0.6391973024097377,0.8412698412698413,0.20207253886010362,63,104.01818059503525,2.0046807517717657e-24,0.018339788702119598
GF_00238,Positive,0.5621883591966075,0.6811594202898551,0.1189710610932476,138,143.49323996746278,4.58550956899943e-33,0.018172301595034305
GF_00206,Positive,0.6481645404842489,0.7739130434782608,0.12574850299401197,115,170.80269859385112,4.94141657225237e-39,0.0181116024250602
GF_00395,Positive,0.01872953915890202,0.3068181818181818,0.2880886426592798,88,0.04657302809893564,0.8291375291275837,0.01807052337288802
GF_01810,Positive,0.09929824561403511,0.38,0.2807017543859649,50,1.6668684773650964,0.19667850161901307,0.018033934328431936
GF_02442,Negative,-0.14664926022628375,0.16666666666666666,0.3133159268929504,66,5.171153934934203,0.02296495624015863,0.017991800087613332
GF_01263,Positive,0.35499261388589454,0.4830917874396135,0.128099173553719,207,66.334130037196,3.806109580606423e-16,0.017932287186536087
GF_00739,Positive,0.6830143540669857,0.8409090909090909,0.15789473684210525,88,156.44573371960186,6.764968494400292e-36,0.017848062499101067
GF_00241,Positive,0.7212110845022237,0.8860759493670886,0.16486486486486487,79,160.39911567038718,9.25650476192288e-37,0.017816529719153935
GF_00103,Positive,0.47146858743497405,0.5490196078431373,0.07755102040816327,204,117.4721099982794,2.2625941607138475e-27,0.01769695011421069
GF_01928,Positive,0.3420622265832618,0.43346007604562736,0.0913978494623656,263,60.0474350107236,9.25985979509914e-15,0.01766588205517428
GF_00613,Positive,0.6515768294965375,0.7445255474452555,0.09294871794871795,137,192.45291763541957,9.266797998659742e-44,0.01762136704334256
GF_00969,Positive,0.6158533463054944,0.7457627118644068,0.1299093655589124,118,156.69956255540404,5.953877250294289e-36,0.017395776669638333
GF_01089,Negative,-0.14600830641439777,0.16363636363636364,0.3096446700507614,55,4.297698483074973,0.03816398673631166,0.0173596398397627
GF_01594,Negative,-0.1769789755891068,0.14473684210526316,0.32171581769436997,76,8.732724200834424,0.0031254917423074744,0.017267678215397157
GF_01860,Positive,0.6904051172707889,0.7761194029850746,0.08571428571428572,134,213.52762114036423,2.334901749555234e-48,0.017080333891929925
GF_00077,Positive,0.6640582655826559,0.8375,0.17344173441734417,80,137.11087007743953,1.1403686889069557e-31,0.01705966455219565
GF_00210,Negative,-0.06419098143236074,0.24615384615384617,0.3103448275862069,130,1.5441985443944133,0.21399394057776366,0.017047073750010713
GF_01235,Negative,-0.11638418079096047,0.2,0.3163841807909605,95,4.362707409064366,0.03673388044634197,0.016973427510109707
GF_00406,Positive,0.00266036062666275,0.29411764705882354,0.2914572864321608,51,0.0,1.0,0.01696808360478751
GF_01237,Positive,0.1147962382445141,0.3620689655172414,0.24727272727272728,174,6.252302068924381,0.012403200879656314,0.0169677113573246
GF_01630,Positive,0.5260416666666666,0.6666666666666666,0.140625,129,120.58721820083343,4.705198822910895e-28,0.016844370438439563
GF_01058,Positive,0.31234604394521626,0.5686274509803921,0.2562814070351759,51,19.859056811218448,8.336681979075184e-06,0.0168277985160088
GF_01816,Positive,0.04047069681587445,0.32727272727272727,0.2868020304568528,55,0.2117629830179575,0.6453890914115966,0.01679170318212308
GF_00182,Positive,0.01168518730667889,0.3023255813953488,0.29064039408866993,43,0.0,1.0,0.016746163190965255
GF_00396,Positive,0.07051516258677382,0.34782608695652173,0.2773109243697479,92,1.4355146193755024,0.23086655387744176,0.016735759379771408
GF_02094,Negative,-0.1707769423558897,0.14,0.3107769423558897,50,5.471946593462869,0.019324090489476208,0.016723900429896434
GF_01596,Positive,0.08830864382263456,0.3159509202453988,0.22764227642276422,326,2.9565499258740346,0.08553026237128164,0.016666296035905536
GF_01828,Negative,-0.12258650090764067,0.19811320754716982,0.3206997084548105,106,5.310578998088239,0.021196310802312494,0.0165868568051411
GF_00741,Positive,0.5975757575757575,0.7575757575757576,0.16,99,130.48728831371818,3.205786156770717e-30,0.016569036392181612
GF_00662,Positive,0.6678215311813418,0.8688524590163934,0.20103092783505155,61,110.56174709208537,7.381018637928159e-26,0.016447172779773533
GF_01737,Negative,-0.11002594951639535,0.21481481481481482,0.3248407643312102,135,5.011325697429424,0.02518201625108069,0.016444746475049295
GF_00265,Positive,0.6731258416878647,0.7804878048780488,0.10736196319018405,123,192.57876025180167,8.69886945636291e-44,0.016379498017570333
GF_00571,Positive,0.2084448160535117,0.4519230769230769,0.24347826086956523,104,15.809220653849177,7.006025091225628e-05,0.01637657694382634
GF_00946,Positive,0.7010424070125563,0.7835820895522388,0.08253968253968254,134,220.20995644435908,8.139295841237043e-50,0.0163535035213374
GF_00672,Positive,0.38506308506308506,0.45384615384615384,0.06878306878306878,260,76.67960323109844,2.010693468203037e-18,0.016350679338771195
GF_02184,Negative,-0.1655246094901267,0.1527777777777778,0.3183023872679045,72,7.234768687103541,0.007150502239651455,0.01633574594492249
GF_02376,Negative,-0.20371171171171168,0.12162162162162163,0.3253333333333333,74,11.445759658765777,0.0007165733228616411,0.016300650336501802
GF_00899,Positive,0.10838115734098519,0.3902439024390244,0.2818627450980392,41,1.6258420205491695,0.20227912145491792,0.016160324372015943
GF_01198,Positive,0.5222972409769109,0.7419354838709677,0.21963824289405684,62,68.04323602009893,1.5994956809438862e-16,0.0161558868373474
GF_01223,Positive,0.5698331467562237,0.7207207207207207,0.15088757396449703,111,128.56234227360585,8.454938901854435e-30,0.016148249389228795
GF_00595,Positive,0.021507150715071532,0.3111111111111111,0.2896039603960396,45,0.01643548491749646,0.8979899441581418,0.016145423056790568
GF_01532,Positive,0.3305491462851869,0.5818181818181818,0.2512690355329949,55,23.945295412677957,9.91121916779325e-07,0.016145233838214472
GF_00507,Negative,-0.10891494002181026,0.19642857142857142,0.3053435114503817,56,2.3114628521576557,0.12842313873295377,0.016131283052403023
GF_01494,Positive,0.5920179095260151,0.7941176470588235,0.2020997375328084,68,95.02636958885782,1.8786600055188242e-22,0.016107250737703242
