gene_family,n_members,n_genomes,n_diazotroph,n_non_diazo,n_genera,frac_diazotroph
GF_01773,45,45,44,1,9,0.9777777777777777
GF_01774,70,70,68,2,15,0.9714285714285714
GF_01775,72,72,70,2,17,0.9722222222222222
GF_01776,55,55,54,1,13,0.9818181818181818
GF_01777,53,53,52,1,12,0.9811320754716981
GF_01778,45,45,44,1,10,0.9777777777777777
GF_01779,84,84,82,2,20,0.9761904761904762
GF_01780,79,79,77,2,18,0.9746835443037974
GF_01781,45,45,44,1,9,0.9777777777777777
GF_01782,79,79,77,2,17,0.9746835443037974
GF_01783,62,62,60,2,12,0.967741935483871
GF_01784,93,83,91,2,19,0.978494623655914
GF_01785,89,80,62,27,16,0.6966292134831461
GF_01786,50,50,49,1,11,0.98
GF_01787,295,295,130,165,75,0.4406779661016949
GF_01788,82,82,80,2,19,0.975609756097561
GF_01789,56,56,47,9,14,0.8392857142857143
GF_01790,52,52,51,1,12,0.9807692307692307
GF_01791,69,69,63,6,22,0.9130434782608695
GF_01792,64,64,62,2,15,0.96875
GF_01793,44,44,43,1,9,0.9772727272727273
GF_01794,66,66,64,2,14,0.9696969696969697
GF_01795,61,61,60,1,17,0.9836065573770492
GF_01796,52,52,52,0,13,1.0
GF_01797,54,54,52,2,14,0.9629629629629629
GF_01798,57,57,56,1,13,0.9824561403508771
GF_01799,65,65,63,2,15,0.9692307692307692
GF_01800,58,58,57,1,11,0.9827586206896551
GF_01801,54,54,47,7,17,0.8703703703703703
GF_01802,77,76,75,2,15,0.974025974025974
GF_01803,62,62,61,1,15,0.9838709677419355
GF_01804,49,49,48,1,9,0.9795918367346939
GF_01805,62,62,61,1,13,0.9838709677419355
GF_01806,44,44,44,0,9,1.0
GF_01807,81,81,78,3,20,0.9629629629629629
GF_01808,86,86,82,4,21,0.9534883720930233
GF_01809,45,45,42,3,14,0.9333333333333333
GF_01810,50,50,19,31,22,0.38
GF_01811,40,40,11,29,17,0.275
GF_01812,50,50,7,43,8,0.14
GF_01813,143,143,75,68,36,0.5244755244755245
GF_01814,42,42,1,41,3,0.023809523809523808
GF_01815,82,82,18,64,28,0.21951219512195122
GF_01816,57,55,20,37,20,0.3508771929824561
GF_01817,105,104,94,11,30,0.8952380952380953
GF_01818,56,56,25,31,20,0.44642857142857145
GF_01819,229,229,112,117,69,0.4890829694323144
GF_01820,266,266,26,240,37,0.09774436090225563
GF_01821,226,222,120,106,64,0.5309734513274337
GF_01822,65,65,53,12,22,0.8153846153846154
GF_01823,55,55,48,7,18,0.8727272727272727
GF_01824,50,50,45,5,18,0.9
GF_01825,235,231,128,107,65,0.5446808510638298
GF_01826,63,63,62,1,17,0.9841269841269841
GF_01827,275,275,128,147,74,0.46545454545454545
GF_01828,106,106,21,85,28,0.19811320754716982
GF_01829,147,147,0,147,4,0.0
GF_01830,67,57,0,67,1,0.0
GF_01831,147,147,0,147,4,0.0
GF_01832,50,50,0,50,2,0.0
GF_01833,147,147,0,147,4,0.0
GF_01834,147,147,0,147,4,0.0
GF_01835,138,138,0,138,5,0.0
GF_01836,109,109,0,109,4,0.0
GF_01837,143,143,0,143,4,0.0
GF_01838,75,75,0,75,3,0.0
GF_01839,147,147,0,147,4,0.0
GF_01840,55,55,0,55,2,0.0
GF_01841,100,53,0,100,2,0.0
GF_01842,45,45,0,45,4,0.0
GF_01843,122,122,0,122,3,0.0
GF_01844,147,147,0,147,4,0.0
GF_01845,52,52,0,52,2,0.0
GF_01846,60,60,0,60,3,0.0
GF_01847,115,115,0,115,3,0.0
GF_01848,77,77,0,77,4,0.0
GF_01849,43,43,0,43,2,0.0
GF_01850,119,119,0,119,4,0.0
GF_01851,147,147,0,147,4,0.0
GF_01852,147,147,0,147,4,0.0
GF_01853,43,43,0,43,1,0.0
GF_01854,41,41,0,41,2,0.0
GF_01855,50,50,16,34,13,0.32
GF_01856,46,46,45,1,9,0.9782608695652174
GF_01857,62,62,60,2,11,0.967741935483871
GF_01858,60,57,35,25,20,0.5833333333333334
GF_01859,76,76,74,2,18,0.9736842105263158
GF_01860,134,134,104,30,42,0.7761194029850746
GF_01861,80,80,78,2,21,0.975
GF_01862,44,44,43,1,11,0.9772727272727273
GF_01863,57,57,56,1,10,0.9824561403508771
GF_01864,41,41,40,1,10,0.975609756097561
GF_01865,41,41,41,0,8,1.0
GF_01866,47,44,45,2,12,0.9574468085106383
GF_01867,56,56,46,10,12,0.8214285714285714
GF_01868,42,42,41,1,11,0.9761904761904762
GF_01869,69,69,67,2,16,0.9710144927536232
GF_01870,80,79,78,2,18,0.975
GF_01871,44,44,43,1,8,0.9772727272727273
GF_01872,79,79,15,64,19,0.189873417721519
GF_01873,73,72,68,5,22,0.9315068493150684
GF_01874,51,51,49,2,11,0.9607843137254902
GF_01875,55,55,54,1,13,0.9818181818181818
GF_01876,40,40,40,0,11,1.0
GF_01877,41,41,40,1,10,0.975609756097561
GF_01878,69,69,67,2,18,0.9710144927536232
GF_01879,69,69,67,2,16,0.9710144927536232
GF_01880,90,90,80,10,22,0.8888888888888888
GF_01881,46,46,46,0,11,1.0
GF_01882,46,46,45,1,9,0.9782608695652174
GF_01883,45,43,45,0,9,1.0
GF_01884,82,82,78,4,21,0.9512195121951219
GF_01885,48,48,46,2,13,0.9583333333333334
GF_01886,47,47,46,1,9,0.9787234042553191
GF_01887,66,66,64,2,18,0.9696969696969697
GF_01888,48,48,47,1,9,0.9791666666666666
GF_01889,65,65,64,1,17,0.9846153846153847
GF_01890,87,87,82,5,24,0.9425287356321839
GF_01891,79,79,77,2,18,0.9746835443037974
GF_01892,49,49,47,2,11,0.9591836734693877
GF_01893,84,84,82,2,19,0.9761904761904762
GF_01894,56,56,55,1,11,0.9821428571428571
GF_01895,77,77,75,2,18,0.974025974025974
GF_01896,78,78,76,2,18,0.9743589743589743
GF_01897,64,64,63,1,16,0.984375
GF_01898,121,121,77,44,30,0.6363636363636364
GF_01899,88,88,84,4,22,0.9545454545454546
GF_01900,46,46,44,2,16,0.9565217391304348
GF_01901,59,59,57,2,11,0.9661016949152542
GF_01902,76,72,63,13,22,0.8289473684210527
GF_01903,62,62,8,54,11,0.12903225806451613
GF_01904,51,51,50,1,12,0.9803921568627451
GF_01905,63,62,48,15,19,0.7619047619047619
GF_01906,199,199,116,83,55,0.5829145728643216
GF_01907,57,57,23,34,8,0.40350877192982454
GF_01908,47,47,28,19,16,0.5957446808510638
GF_01909,239,131,154,85,38,0.6443514644351465
GF_01910,41,41,2,39,6,0.04878048780487805
GF_01911,72,72,9,63,14,0.125
GF_01912,43,43,8,35,6,0.18604651162790697
GF_01913,40,40,1,39,7,0.025
GF_01914,40,40,2,38,6,0.05
GF_01915,48,48,3,45,7,0.0625
GF_01916,42,42,1,41,9,0.023809523809523808
GF_01917,54,54,51,3,15,0.9444444444444444
GF_01918,153,153,98,55,39,0.6405228758169934
GF_01919,76,76,66,10,27,0.868421052631579
GF_01920,62,62,56,6,17,0.9032258064516129
GF_01921,62,62,58,4,20,0.9354838709677419
GF_01922,99,99,85,14,27,0.8585858585858586
GF_01923,96,96,85,11,26,0.8854166666666666
GF_01924,166,166,30,136,40,0.18072289156626506
GF_01925,69,69,39,30,18,0.5652173913043478
GF_01926,91,90,86,5,24,0.945054945054945
GF_01927,58,58,54,4,14,0.9310344827586207
GF_01928,263,263,114,149,66,0.43346007604562736
GF_01929,55,55,51,4,13,0.9272727272727272
GF_01930,56,56,52,4,15,0.9285714285714286
GF_01931,193,193,101,92,45,0.5233160621761658
GF_01932,259,259,114,145,68,0.44015444015444016
GF_01933,84,84,82,2,19,0.9761904761904762
GF_01934,83,83,81,2,19,0.9759036144578314
GF_01935,41,41,29,12,21,0.7073170731707317
GF_01936,82,82,80,2,18,0.975609756097561
GF_01937,82,82,78,4,21,0.9512195121951219
GF_01938,50,50,49,1,11,0.98
GF_01939,87,87,83,4,22,0.9540229885057471
GF_01940,50,50,50,0,12,1.0
GF_01941,55,54,50,5,18,0.9090909090909091
GF_01942,77,76,76,1,17,0.987012987012987
GF_01943,50,50,48,2,13,0.96
GF_01944,84,84,82,2,19,0.9761904761904762
GF_01945,62,62,60,2,17,0.967741935483871
GF_01946,61,61,60,1,14,0.9836065573770492
GF_01947,88,88,84,4,22,0.9545454545454546
GF_01948,84,84,82,2,19,0.9761904761904762
GF_01949,84,84,66,18,34,0.7857142857142857
GF_01950,84,84,80,4,21,0.9523809523809523
GF_01951,273,273,121,152,68,0.4432234432234432
GF_01952,357,354,126,231,76,0.35294117647058826
GF_01953,56,56,42,14,23,0.75
GF_01954,323,323,118,205,70,0.3653250773993808
GF_01955,46,46,32,14,16,0.6956521739130435
GF_01956,60,60,21,39,19,0.35
GF_01957,56,56,23,33,19,0.4107142857142857
GF_01958,69,69,62,7,19,0.8985507246376812
GF_01959,269,269,118,151,61,0.43866171003717475
GF_01960,199,199,105,94,52,0.5276381909547738
GF_01961,119,119,105,14,37,0.8823529411764706
GF_01962,180,180,97,83,55,0.5388888888888889
GF_01963,188,187,101,87,48,0.5372340425531915
GF_01964,95,94,75,20,32,0.7894736842105263
GF_01965,117,117,101,16,37,0.8632478632478633
GF_01966,83,83,78,5,21,0.9397590361445783
GF_01967,194,194,111,83,54,0.5721649484536082
GF_01968,145,145,35,110,41,0.2413793103448276
GF_01969,171,171,85,86,44,0.49707602339181284
GF_01970,62,59,10,52,7,0.16129032258064516
GF_01971,119,119,0,119,4,0.0
GF_01972,147,147,0,147,4,0.0
GF_01973,147,147,0,147,4,0.0
GF_01974,58,58,0,58,2,0.0
GF_01975,45,45,0,45,2,0.0
GF_01976,109,109,0,109,4,0.0
GF_01977,95,95,0,95,4,0.0
GF_01978,116,116,0,116,4,0.0
GF_01979,45,45,0,45,2,0.0
GF_01980,41,41,0,41,2,0.0
GF_01981,147,147,0,147,4,0.0
GF_01982,95,95,0,95,4,0.0
GF_01983,83,83,0,83,3,0.0
GF_01984,147,147,0,147,4,0.0
GF_01985,55,55,0,55,2,0.0
GF_01986,145,145,0,145,4,0.0
GF_01987,122,122,0,122,3,0.0
GF_01988,40,40,0,40,1,0.0
GF_01989,74,74,0,74,2,0.0
GF_01990,43,43,0,43,2,0.0
GF_01991,95,95,0,95,3,0.0
GF_01992,101,96,0,101,4,0.0
GF_01993,70,70,0,70,4,0.0
GF_01994,147,147,0,147,4,0.0
GF_01995,55,55,0,55,3,0.0
GF_01996,72,72,0,72,2,0.0
GF_01997,53,53,0,53,2,0.0
GF_01998,69,69,0,69,3,0.0
GF_01999,40,40,0,40,1,0.0
GF_02000,70,70,0,70,3,0.0
GF_02001,122,122,0,122,3,0.0
GF_02002,72,72,0,72,3,0.0
GF_02003,108,108,0,108,4,0.0
GF_02004,109,109,0,109,4,0.0
GF_02005,147,147,0,147,4,0.0
GF_02006,109,109,0,109,4,0.0
GF_02007,104,104,0,104,4,0.0
GF_02008,68,68,0,68,2,0.0
GF_02009,53,53,0,53,2,0.0
GF_02010,147,147,0,147,4,0.0
GF_02011,76,76,0,76,2,0.0
GF_02012,91,91,0,91,4,0.0
GF_02013,63,63,0,63,2,0.0
GF_02014,72,72,0,72,4,0.0
GF_02015,147,147,0,147,4,0.0
GF_02016,147,147,0,147,4,0.0
GF_02017,63,63,7,56,11,0.1111111111111111
GF_02018,99,99,22,77,28,0.2222222222222222
GF_02019,129,129,34,95,34,0.26356589147286824
GF_02020,94,94,36,58,28,0.3829787234042553
GF_02021,59,59,18,41,24,0.3050847457627119
GF_02022,71,71,69,2,15,0.971830985915493
GF_02023,72,72,70,2,17,0.9722222222222222
GF_02024,84,84,82,2,19,0.9761904761904762
GF_02025,77,77,75,2,18,0.974025974025974
GF_02026,54,54,52,2,16,0.9629629629629629
GF_02027,82,82,79,3,20,0.9634146341463414
GF_02028,247,247,125,122,64,0.5060728744939271
GF_02029,82,82,80,2,19,0.975609756097561
GF_02030,70,69,68,2,15,0.9714285714285714
GF_02031,64,64,62,2,15,0.96875
GF_02032,70,70,68,2,15,0.9714285714285714
GF_02033,68,68,66,2,14,0.9705882352941176
GF_02034,69,69,67,2,16,0.9710144927536232
GF_02035,86,86,82,4,21,0.9534883720930233
GF_02036,77,77,73,4,20,0.948051948051948
GF_02037,58,58,57,1,14,0.9827586206896551
GF_02038,77,77,75,2,16,0.974025974025974
GF_02039,42,42,41,1,8,0.9761904761904762
GF_02040,51,51,50,1,11,0.9803921568627451
GF_02041,51,51,50,1,12,0.9803921568627451
GF_02042,82,82,78,4,21,0.9512195121951219
GF_02043,72,72,69,3,19,0.9583333333333334
GF_02044,49,49,48,1,11,0.9795918367346939
GF_02045,83,83,81,2,19,0.9759036144578314
GF_02046,80,80,78,2,18,0.975
GF_02047,46,46,45,1,9,0.9782608695652174
GF_02048,48,48,48,0,12,1.0
GF_02049,45,45,44,1,9,0.9777777777777777
GF_02050,53,53,52,1,13,0.9811320754716981
GF_02051,50,50,49,1,12,0.98
GF_02052,53,53,46,7,13,0.8679245283018868
GF_02053,57,57,55,2,12,0.9649122807017544
GF_02054,81,81,77,4,19,0.9506172839506173
GF_02055,79,79,77,2,18,0.9746835443037974
GF_02056,45,45,43,2,10,0.9555555555555556
GF_02057,40,40,39,1,10,0.975
GF_02058,56,56,51,5,16,0.9107142857142857
GF_02059,47,47,45,2,11,0.9574468085106383
GF_02060,57,57,54,3,19,0.9473684210526315
GF_02061,43,43,42,1,10,0.9767441860465116
GF_02062,40,40,36,4,12,0.9
GF_02063,90,65,89,1,16,0.9888888888888889
GF_02064,42,42,41,1,9,0.9761904761904762
GF_02065,44,44,44,0,9,1.0
GF_02066,52,52,49,3,13,0.9423076923076923
GF_02067,82,82,80,2,18,0.975609756097561
GF_02068,112,112,91,21,39,0.8125
GF_02069,57,57,55,2,14,0.9649122807017544
GF_02070,60,60,59,1,13,0.9833333333333333
GF_02071,72,72,69,3,19,0.9583333333333334
GF_02072,55,55,15,40,14,0.2727272727272727
GF_02073,490,300,254,236,59,0.5183673469387755
GF_02074,71,71,14,57,18,0.19718309859154928
GF_02075,75,75,12,63,25,0.16
GF_02076,78,78,10,68,18,0.1282051282051282
GF_02077,46,46,12,34,9,0.2608695652173913
GF_02078,47,47,0,47,2,0.0
GF_02079,42,42,0,42,2,0.0
GF_02080,53,53,0,53,2,0.0
GF_02081,52,52,0,52,2,0.0
GF_02082,47,47,0,47,2,0.0
GF_02083,65,65,0,65,4,0.0
GF_02084,92,92,0,92,4,0.0
GF_02085,94,91,0,94,4,0.0
GF_02086,49,49,0,49,2,0.0
GF_02087,156,147,0,156,4,0.0
GF_02088,73,73,0,73,3,0.0
GF_02089,52,52,0,52,2,0.0
GF_02090,141,141,0,141,4,0.0
GF_02091,48,48,0,48,2,0.0
GF_02092,162,162,0,162,4,0.0
GF_02093,102,102,7,95,18,0.06862745098039216
GF_02094,50,50,7,43,9,0.14
GF_02095,43,43,2,41,4,0.046511627906976744
GF_02096,47,47,6,41,7,0.1276595744680851
GF_02097,80,80,4,76,12,0.05
GF_02098,51,51,3,48,6,0.058823529411764705
GF_02099,42,42,1,41,3,0.023809523809523808
GF_02100,57,57,4,53,11,0.07017543859649122
GF_02101,48,48,7,41,6,0.14583333333333334
GF_02102,45,45,4,41,5,0.08888888888888889
GF_02103,42,42,1,41,3,0.023809523809523808
GF_02104,142,142,89,53,33,0.6267605633802817
GF_02105,80,76,18,62,28,0.225
GF_02106,110,105,81,29,35,0.7363636363636363
GF_02107,272,272,119,153,70,0.4375
GF_02108,42,42,8,34,8,0.19047619047619047
GF_02109,161,161,99,62,49,0.6149068322981367
GF_02110,86,86,12,74,19,0.13953488372093023
GF_02111,134,134,53,81,46,0.39552238805970147
GF_02112,67,67,8,59,18,0.11940298507462686
GF_02113,163,163,95,68,43,0.5828220858895705
GF_02114,54,54,53,1,12,0.9814814814814815
GF_02115,46,46,45,1,15,0.9782608695652174
GF_02116,82,82,80,2,19,0.975609756097561
GF_02117,74,74,68,6,22,0.918918918918919
GF_02118,148,148,104,44,45,0.7027027027027027
GF_02119,43,43,42,1,11,0.9767441860465116
GF_02120,46,46,45,1,13,0.9782608695652174
GF_02121,55,55,55,0,12,1.0
GF_02122,67,67,65,2,17,0.9701492537313433
GF_02123,75,75,72,3,17,0.96
GF_02124,50,50,48,2,13,0.96
GF_02125,85,85,81,4,21,0.9529411764705882
GF_02126,84,84,82,2,19,0.9761904761904762
GF_02127,84,84,82,2,19,0.9761904761904762
GF_02128,40,40,40,0,8,1.0
GF_02129,78,78,76,2,19,0.9743589743589743
GF_02130,52,52,50,2,13,0.9615384615384616
GF_02131,86,69,75,11,25,0.872093023255814
GF_02132,87,87,83,4,22,0.9540229885057471
GF_02133,53,53,52,1,11,0.9811320754716981
GF_02134,81,81,79,2,18,0.9753086419753086
GF_02135,94,94,30,64,29,0.3191489361702128
GF_02136,45,45,40,5,21,0.8888888888888888
GF_02137,49,49,48,1,10,0.9795918367346939
GF_02138,62,51,62,0,11,1.0
GF_02139,70,70,67,3,20,0.9571428571428572
GF_02140,83,83,79,4,21,0.9518072289156626
GF_02141,55,55,54,1,16,0.9818181818181818
GF_02142,53,53,52,1,12,0.9811320754716981
GF_02143,55,55,54,1,13,0.9818181818181818
GF_02144,46,46,46,0,11,1.0
GF_02145,73,73,29,44,18,0.3972602739726027
GF_02146,42,42,42,0,8,1.0
GF_02147,63,63,60,3,19,0.9523809523809523
GF_02148,59,59,58,1,12,0.9830508474576272
GF_02149,59,59,58,1,12,0.9830508474576272
GF_02150,72,72,70,2,18,0.9722222222222222
GF_02151,58,58,56,2,13,0.9655172413793104
GF_02152,83,83,69,14,22,0.8313253012048193
GF_02153,267,267,122,145,70,0.45692883895131087
GF_02154,41,41,39,2,8,0.9512195121951219
GF_02155,43,43,43,0,10,1.0
GF_02156,67,67,63,4,15,0.9402985074626866
GF_02157,121,121,98,23,36,0.8099173553719008
GF_02158,47,47,46,1,9,0.9787234042553191
GF_02159,85,85,55,30,20,0.6470588235294118
GF_02160,42,42,41,1,9,0.9761904761904762
GF_02161,52,52,51,1,13,0.9807692307692307
GF_02162,308,308,118,190,72,0.38311688311688313
GF_02163,47,47,46,1,9,0.9787234042553191
GF_02164,68,68,63,5,21,0.9264705882352942
GF_02165,48,48,47,1,10,0.9791666666666666
GF_02166,120,120,103,17,35,0.8583333333333333
GF_02167,147,147,111,36,47,0.7551020408163265
GF_02168,56,56,55,1,13,0.9821428571428571
GF_02169,50,50,48,2,13,0.96
GF_02170,46,46,45,1,9,0.9782608695652174
GF_02171,60,60,54,6,16,0.9
GF_02172,80,80,78,2,19,0.975
GF_02173,50,50,49,1,10,0.98
GF_02174,58,58,57,1,13,0.9827586206896551
GF_02175,47,47,46,1,10,0.9787234042553191
GF_02176,84,84,80,4,22,0.9523809523809523
GF_02177,41,41,1,40,8,0.024390243902439025
GF_02178,60,60,48,12,19,0.8
GF_02179,119,119,68,51,32,0.5714285714285714
GF_02180,66,66,12,54,19,0.18181818181818182
GF_02181,449,449,131,318,81,0.29175946547884185
GF_02182,41,41,4,37,11,0.0975609756097561
GF_02183,172,172,105,67,49,0.6104651162790697
GF_02184,72,72,11,61,12,0.1527777777777778
GF_02185,52,52,7,45,9,0.1346153846153846
GF_02186,79,79,77,2,18,0.9746835443037974
GF_02187,57,57,55,2,14,0.9649122807017544
GF_02188,83,83,81,2,19,0.9759036144578314
GF_02189,54,54,53,1,15,0.9814814814814815
GF_02190,66,66,64,2,14,0.9696969696969697
GF_02191,64,64,63,1,16,0.984375
GF_02192,58,58,57,1,12,0.9827586206896551
GF_02193,48,48,46,2,13,0.9583333333333334
GF_02194,50,48,48,2,13,0.96
GF_02195,61,61,59,2,14,0.9672131147540983
GF_02196,57,57,55,2,13,0.9649122807017544
GF_02197,62,62,57,5,21,0.9193548387096774
GF_02198,64,64,62,2,14,0.96875
GF_02199,67,67,65,2,16,0.9701492537313433
GF_02200,41,41,40,1,9,0.975609756097561
GF_02201,53,53,51,2,13,0.9622641509433962
GF_02202,77,77,75,2,18,0.974025974025974
GF_02203,84,84,82,2,19,0.9761904761904762
GF_02204,84,84,82,2,19,0.9761904761904762
GF_02205,135,131,90,45,34,0.6666666666666666
GF_02206,129,129,91,38,40,0.7054263565891473
GF_02207,46,46,43,3,17,0.9347826086956522
GF_02208,41,41,41,0,9,1.0
GF_02209,63,63,50,13,19,0.7936507936507936
GF_02210,42,42,41,1,11,0.9761904761904762
GF_02211,88,84,86,2,20,0.9772727272727273
GF_02212,136,136,92,44,44,0.6764705882352942
GF_02213,55,53,55,0,20,1.0
GF_02214,52,52,14,38,18,0.2692307692307692
GF_02215,42,42,5,37,12,0.11904761904761904
GF_02216,127,127,77,50,46,0.6062992125984252
GF_02217,173,173,101,72,44,0.5838150289017341
GF_02218,50,50,0,50,3,0.0
GF_02219,47,47,0,47,4,0.0
GF_02220,60,60,0,60,3,0.0
GF_02221,87,87,0,87,2,0.0
GF_02222,146,146,0,146,4,0.0
GF_02223,65,65,0,65,3,0.0
GF_02224,50,50,0,50,3,0.0
GF_02225,45,45,0,45,2,0.0
GF_02226,101,101,0,101,4,0.0
GF_02227,66,66,2,64,7,0.030303030303030304
GF_02228,117,117,0,117,4,0.0
GF_02229,52,52,0,52,2,0.0
GF_02230,106,106,3,103,9,0.02830188679245283
GF_02231,117,117,0,117,4,0.0
GF_02232,161,161,0,161,4,0.0
GF_02233,93,93,0,93,4,0.0
GF_02234,147,147,0,147,4,0.0
GF_02235,147,147,0,147,4,0.0
GF_02236,41,41,0,41,2,0.0
GF_02237,105,105,0,105,4,0.0
GF_02238,51,51,0,51,3,0.0
GF_02239,63,63,0,63,4,0.0
GF_02240,137,137,0,137,4,0.0
GF_02241,42,42,0,42,2,0.0
GF_02242,41,41,0,41,3,0.0
GF_02243,64,64,0,64,3,0.0
GF_02244,52,52,0,52,3,0.0
GF_02245,70,70,0,70,3,0.0
GF_02246,69,69,0,69,3,0.0
GF_02247,55,55,0,55,3,0.0
GF_02248,131,131,0,131,4,0.0
GF_02249,59,59,0,59,3,0.0
GF_02250,103,103,0,103,4,0.0
GF_02251,140,140,0,140,4,0.0
GF_02252,75,70,0,75,3,0.0
GF_02253,43,43,0,43,3,0.0
GF_02254,43,43,0,43,2,0.0
GF_02255,43,43,0,43,2,0.0
GF_02256,67,67,0,67,3,0.0
GF_02257,51,51,0,51,2,0.0
GF_02258,90,90,0,90,4,0.0
GF_02259,49,49,0,49,2,0.0
GF_02260,95,89,0,95,4,0.0
GF_02261,49,49,0,49,2,0.0
GF_02262,136,136,0,136,4,0.0
GF_02263,52,52,0,52,4,0.0
GF_02264,55,55,0,55,2,0.0
GF_02265,44,44,0,44,1,0.0
GF_02266,127,127,0,127,3,0.0
GF_02267,147,147,0,147,4,0.0
GF_02268,147,147,0,147,4,0.0
GF_02269,147,147,0,147,4,0.0
GF_02270,148,147,0,148,4,0.0
GF_02271,73,73,0,73,3,0.0
GF_02272,73,73,0,73,3,0.0
GF_02273,103,103,0,103,4,0.0
GF_02274,141,141,0,141,4,0.0
GF_02275,68,68,0,68,3,0.0
GF_02276,72,72,0,72,3,0.0
GF_02277,69,69,0,69,3,0.0
GF_02278,68,68,0,68,3,0.0
GF_02279,40,40,0,40,1,0.0
GF_02280,41,41,0,41,1,0.0
GF_02281,47,47,0,47,2,0.0
GF_02282,49,49,0,49,2,0.0
GF_02283,88,88,0,88,3,0.0
GF_02284,90,90,0,90,3,0.0
GF_02285,123,123,0,123,4,0.0
GF_02286,85,85,0,85,4,0.0
GF_02287,111,111,0,111,4,0.0
GF_02288,42,42,0,42,3,0.0
GF_02289,153,153,1,152,5,0.006535947712418301
GF_02290,65,65,0,65,3,0.0
GF_02291,119,119,0,119,4,0.0
GF_02292,51,51,0,51,2,0.0
GF_02293,75,75,0,75,3,0.0
GF_02294,125,125,0,125,3,0.0
GF_02295,82,82,19,63,16,0.23170731707317074
GF_02296,46,46,0,46,2,0.0
GF_02297,110,110,0,110,3,0.0
GF_02298,65,65,0,65,3,0.0
GF_02299,88,88,0,88,4,0.0
GF_02300,89,89,0,89,4,0.0
GF_02301,40,40,0,40,2,0.0
GF_02302,75,75,0,75,4,0.0
GF_02303,147,147,0,147,4,0.0
GF_02304,61,60,0,61,2,0.0
GF_02305,75,75,0,75,3,0.0
GF_02306,46,46,0,46,2,0.0
GF_02307,147,147,0,147,4,0.0
GF_02308,43,43,0,43,3,0.0
GF_02309,138,138,0,138,4,0.0
GF_02310,43,43,0,43,1,0.0
GF_02311,53,53,0,53,2,0.0
GF_02312,51,51,0,51,2,0.0
GF_02313,50,50,0,50,2,0.0
GF_02314,52,52,0,52,2,0.0
GF_02315,55,55,0,55,2,0.0
GF_02316,59,59,6,53,4,0.1016949152542373
GF_02317,119,119,0,119,4,0.0
GF_02318,133,133,0,133,4,0.0
GF_02319,105,105,0,105,4,0.0
GF_02320,73,73,0,73,2,0.0
GF_02321,104,104,0,104,4,0.0
GF_02322,44,44,0,44,2,0.0
GF_02323,150,150,3,147,6,0.02
GF_02324,75,75,0,75,4,0.0
GF_02325,50,50,0,50,2,0.0
GF_02326,71,71,0,71,3,0.0
GF_02327,94,88,0,94,4,0.0
GF_02328,51,51,0,51,2,0.0
GF_02329,71,71,0,71,3,0.0
GF_02330,108,108,0,108,3,0.0
GF_02331,40,40,0,40,2,0.0
GF_02332,295,295,116,179,61,0.39322033898305087
GF_02333,63,63,0,63,4,0.0
GF_02334,41,41,0,41,2,0.0
GF_02335,40,40,0,40,2,0.0
GF_02336,101,101,0,101,4,0.0
GF_02337,50,50,0,50,2,0.0
GF_02338,51,51,0,51,2,0.0
GF_02339,44,44,0,44,2,0.0
GF_02340,212,212,30,182,25,0.14150943396226415
GF_02341,52,52,0,52,2,0.0
GF_02342,74,74,0,74,3,0.0
GF_02343,72,72,0,72,3,0.0
GF_02344,70,70,0,70,3,0.0
GF_02345,168,168,2,166,10,0.011904761904761904
GF_02346,48,48,0,48,3,0.0
GF_02347,109,109,0,109,3,0.0
GF_02348,51,51,0,51,2,0.0
GF_02349,77,77,0,77,4,0.0
GF_02350,147,147,0,147,4,0.0
GF_02351,142,142,0,142,4,0.0
GF_02352,58,58,0,58,2,0.0
GF_02353,40,40,0,40,2,0.0
GF_02354,100,100,0,100,3,0.0
GF_02355,48,48,0,48,2,0.0
GF_02356,44,44,0,44,3,0.0
GF_02357,65,65,0,65,3,0.0
GF_02358,50,50,0,50,2,0.0
GF_02359,69,69,0,69,4,0.0
GF_02360,63,63,32,31,17,0.5079365079365079
GF_02361,62,61,37,25,31,0.5967741935483871
GF_02362,147,147,0,147,4,0.0
GF_02363,49,49,0,49,2,0.0
GF_02364,52,52,0,52,2,0.0
GF_02365,46,46,0,46,2,0.0
GF_02366,65,65,0,65,3,0.0
GF_02367,140,140,0,140,4,0.0
GF_02368,43,43,0,43,3,0.0
GF_02369,45,45,0,45,2,0.0
GF_02370,71,71,0,71,2,0.0
GF_02371,189,189,92,97,51,0.48677248677248675
GF_02372,52,52,15,37,11,0.28846153846153844
GF_02373,74,74,59,15,32,0.7972972972972973
GF_02374,42,42,12,30,18,0.2857142857142857
GF_02375,272,272,127,145,73,0.46691176470588236
GF_02376,74,74,9,65,17,0.12162162162162163
GF_02377,286,271,137,149,71,0.479020979020979
GF_02378,88,86,86,2,20,0.9772727272727273
GF_02379,121,121,100,21,39,0.8264462809917356
GF_02380,63,63,61,2,13,0.9682539682539683
GF_02381,75,69,73,2,15,0.9733333333333334
GF_02382,53,53,52,1,12,0.9811320754716981
GF_02383,62,61,60,2,13,0.967741935483871
GF_02384,42,42,42,0,8,1.0
GF_02385,61,61,60,1,16,0.9836065573770492
GF_02386,59,59,58,1,11,0.9830508474576272
GF_02387,288,288,127,161,73,0.4409722222222222
GF_02388,52,52,11,41,10,0.21153846153846154
