gene_family,importance
GF_01199,0.36715978700282204
GF_00810,0.3308945292565785
GF_00943,0.29099642446137847
GF_01658,0.2898171767458551
GF_01071,0.28814635847208175
GF_00387,0.28460466976210774
GF_01253,0.2796687829247705
GF_02459,0.2716289163259737
GF_02403,0.27100647261657806
GF_02390,0.27016220856667755
GF_02295,0.25751660095484674
GF_00876,0.2523633328466198
GF_00680,0.24404871709117432
GF_01635,0.2344864306151367
GF_01964,0.23236663327943674
GF_00066,0.23150331511203284
GF_01245,0.22899505176725704
GF_00609,0.22484434537005557
GF_00790,0.22452447297517092
GF_01600,0.2116302690070117
GF_00624,0.21143014273071822
GF_01924,0.21122699141224127
GF_01712,0.202877336601668
GF_00333,0.20236557557992124
GF_00183,0.1937878971961132
GF_01104,0.19243218794395384
GF_01818,0.18610478653245932
GF_00099,0.18609165202147424
GF_00656,0.18608081428399603
GF_01672,0.18333309200857797
GF_02439,0.18241059110506247
GF_00542,0.18043519380113948
GF_00393,0.1768050105920437
GF_01663,0.17666638101876803
GF_01960,0.1760940855064083
GF_00454,0.1753430071250022
GF_00701,0.17506692116173983
GF_01146,0.17498775501981995
GF_02398,0.1741129713403699
GF_02514,0.1736676442376283
GF_00506,0.17360442559162528
GF_02217,0.17327154635086997
GF_01193,0.16789787743234
GF_00658,0.16700486615230933
GF_00402,0.1665793932832929
GF_02373,0.1665217110263944
GF_00630,0.16602094486901156
GF_01087,0.1645463205615397
GF_00355,0.16251595522289264
GF_02166,0.16221648268785985
GF_01906,0.15998866490836006
GF_00608,0.15702482627881545
GF_00146,0.1567237042353588
GF_02136,0.15589887735556177
GF_02460,0.1557273101896629
GF_01102,0.1545335512257225
GF_00866,0.1545245413333431
GF_02205,0.1539726113737054
GF_01201,0.1539410257039476
GF_00209,0.15007774893972742
GF_00392,0.14717379241777295
GF_00186,0.14634587608108546
GF_01647,0.14625865849438144
GF_02107,0.1451179223768219
GF_01333,0.1437913494238504
GF_00220,0.1435440424718805
GF_02072,0.14352898366750103
GF_00861,0.14336230927960958
GF_02340,0.14234593803378287
GF_01507,0.1413289996902225
GF_02214,0.1392203165843429
GF_00599,0.13767201653521227
GF_02361,0.13698920226236092
GF_01232,0.13693474907444514
GF_00601,0.135788977400953
GF_02145,0.135294994504829
GF_02131,0.13516693167115212
GF_01139,0.13515739465777812
GF_00895,0.13491815911791644
GF_01925,0.1344370885206294
GF_02522,0.1325296614046348
GF_00403,0.1323939491975549
GF_00808,0.13236675919260874
GF_00606,0.13176157547178294
GF_02212,0.13126194877929978
GF_00108,0.1310585268724548
GF_01510,0.13101264656167516
GF_00825,0.13062185502915474
GF_02178,0.13049138190107548
GF_00377,0.12947566864462914
GF_00691,0.12923604824552853
GF_00397,0.12814189931209183
GF_00294,0.1277497012123807
GF_00665,0.1274194347445491
GF_02395,0.12721452216539694
GF_02332,0.12701150325913216
GF_00881,0.12606088920827604
GF_00657,0.12542843776548698
GF_00000,0.12469979825700121
GF_00686,0.12449565260403742
